id	careerId	attributeType	attributeName	initVal	para1	para2	para3	minVal	maxVal	monsterMaxVal
94	2	9	天罡攻击	0	0	0	0	0	10000000	10000000
95	2	10	幽冥攻击	0	0	0	0	0	10000000	10000000
96	2	11	太阴攻击	0	0	0	0	0	10000000	10000000
97	2	12	近战命中	1000	0	0	0	0	3000	3000
98	2	13	远程命中	850	0	0	0	0	3000	3000
99	2	14	近战闪避	200	0	0	0	0	2500	2500
100	2	15	远程闪避	100	0	0	0	0	2500	2500
101	2	16	最大生命	4000	200	175	0	1	10000000	2000000000
102	2	17	当前生命	0	0	0	0	0	10000000	10000000
103	2	18	最大真气	1000	10	50	0	0	10000000	10000000
104	2	19	当前真气	0	0	0	0	0	10000000	10000000
105	2	20	防御	150	8	15	0	0	10000000	10000000
106	2	21	外功伤害减免	0	0	0	0	-850	850	10000
107	2	22	内功伤害减免	0	0	0	0	-850	850	10000
108	2	23	烈阳伤害减免	0	0	0	0	-850	850	10000
109	2	24	天罡伤害减免	0	0	0	0	-850	850	10000
110	2	25	幽冥伤害减免	0	0	0	0	-850	850	10000
111	2	26	太阴伤害减免	0	0	0	0	-850	850	10000
112	2	27	会心率	200	0	0	0	0	2000	2000
113	2	28	抵挡率	100	0	0	0	0	2000	2000
114	2	29	攻击频率	1	0	0	0	800	3000	1000
115	2	30	攻击范围	15	0	0	0	1	850	1000
116	2	31	移动速度	28	0	0	0	0	120	1000000
117	2	32	所有伤害降低	0	1	1000	8000	0	850	1000
118	2	33	经验获得基数	1000	0	0	0	0	10000	10000
119	2	34	对人伤害系数	0	0	0	0	-990	3000	8000
120	2	35	对怪伤害系数	0	0	0	0	-990	3000	1000000
121	2	36	对宠伤害系数	0	0	0	0	-990	3000	8000
122	2	37	对召唤物伤害系数	0	0	0	0	-990	3000	8000
123	2	38	被人伤害系数	0	0	0	0	-9990	3000	8000
124	2	39	被怪伤害系数	0	0	0	0	-9990	3000	8000
125	2	40	被宠伤害系数	0	0	0	0	-9990	3000	8000
126	2	41	被召唤物伤害系数	0	0	0	0	-9990	3000	8000
127	2	42	生命回复速度	0	0	0	0	0	20000	1000000
128	2	43	真气回复速度	1	0	0	0	0	1000	1000000
129	2	44	投射物移动速度	0	0	0	0	0	0	0
130	2	45	投射穿透率	0	0	0	0	0	0	0
131	2	46	眩晕概率	0	0	0	0	0	2000	3000
132	2	47	眩晕抵抗	0	0	0	0	0	2000	3000
133	2	48	生命偷取比例	0	0	0	0	0	1000	1000
134	2	49	真气偷取比例	0	0	0	0	0	1000	1000
135	2	50	冰冻概率	0	0	0	0	0	2000	3000
136	2	51	冰冻抗性	0	0	0	0	0	2000	3000
137	2	52	生命偷取抗性	0	0	0	0	0	1000	1000
138	2	53	真气偷取抗性	0	0	0	0	0	1000	1000
139	2	54	生命流失抗性	0	0	0	0	0	1000	1000
140	2	55	真气流失抗性	0	0	0	0	0	1000	1000
141	2	56	外功伤害吸收	0	0	0	0	0	10000000	10000000
142	2	57	内功伤害吸收	0	0	0	0	0	10000000	10000000
143	2	58	烈阳伤害吸收	0	0	0	0	0	10000000	10000000
144	2	59	天罡伤害吸收	0	0	0	0	0	10000000	10000000
145	2	60	幽冥伤害吸收	0	0	0	0	0	10000000	10000000
146	2	61	太阴伤害吸收	0	0	0	0	0	10000000	10000000
147	2	62	外功反弹	0	0	0	0	0	1000	10000000
148	2	63	内功反弹	0	0	0	0	0	1000	10000000
149	2	64	烈阳反弹	0	0	0	0	0	1000	10000000
150	2	65	天罡反弹	0	0	0	0	0	1000	10000000
151	2	66	幽冥反弹	0	0	0	0	0	1000	10000000
152	2	67	太阴反弹	0	0	0	0	0	1000	10000000
153	2	68	外功伤害系数	0	0	0	0	0	1000	1000
154	2	69	内功伤害系数	0	0	0	0	0	1000	1000
155	2	70	烈阳伤害系数	0	0	0	0	0	1000	1000
156	2	71	天罡伤害系数	0	0	0	0	0	1000	1000
157	2	72	幽冥伤害系数	0	0	0	0	0	1000	1000
158	2	73	太阴伤害系数	0	0	0	0	0	1000	1000
159	2	74	会心伤害	1500	0	0	0	0	3000	3000
160	2	75	抵挡能力	500	0	0	0	0	850	1000
161	2	76	所有伤害提升	0	0	0	0	0	1000	1000
162	2	77	重创攻击	0	0	0	0	0	10000000	1000
163	2	78	护体防御	0	0	0	0	0	10000000	1000
164	2	79	定身概率	0	0	0	0	0	2000	3000
165	2	80	定身抗性	0	0	0	0	0	2000	3000
166	2	81	韧性	0	0	0	0	0	1000	1000
167	2	82	破防	0	0	0	0	0	1000	1000
168	2	83	韧性能力	0	0	0	0	0	1000	1000
169	2	84	破防能力	0	0	0	0	0	1000	1000
170	2	85	额外技能点	0	0	0	0	0	1000	1000
171	3	1	气力	0	0	0	0	0	100000	10000000
172	3	2	灵敏	0	0	0	0	0	100000	10000000
173	3	3	内力	0	3	3	0	0	100000	10000000
174	3	4	掌控	0	0	0	0	0	100000	10000000
175	3	5	坚韧	0	0	0	0	0	100000	10000000
176	3	6	外功攻击	0	0	0	0	0	10000000	10000000
177	3	7	内功攻击	50	0	0	0	0	10000000	10000000
178	3	8	烈阳攻击	0	0	0	0	0	10000000	10000000
179	3	9	天罡攻击	0	0	0	0	0	10000000	10000000
180	3	10	幽冥攻击	0	0	0	0	0	10000000	10000000
181	3	11	太阴攻击	0	0	0	0	0	10000000	10000000
182	3	12	近战命中	850	1	0	0	0	3000	3000
183	3	13	远程命中	1000	1	0	0	0	3000	3000
184	3	14	近战闪避	100	0	0	0	0	2500	2500
185	3	15	远程闪避	100	0	0	0	0	2500	2500
186	3	16	最大生命	3500	150	150	0	1	10000000	2000000000
187	3	17	当前生命	0	0	0	0	0	10000000	10000000
188	3	18	最大真气	1000	10	50	0	0	10000000	10000000
189	3	19	当前真气	0	0	0	0	0	10000000	10000000
190	3	20	防御	200	10	20	0	0	10000000	10000000
191	3	21	外功伤害减免	0	0	0	0	-850	850	10000
192	3	22	内功伤害减免	0	0	0	0	-850	850	10000
193	3	23	烈阳伤害减免	0	0	0	0	-850	850	10000
194	3	24	天罡伤害减免	0	0	0	0	-850	850	10000
195	3	25	幽冥伤害减免	0	0	0	0	-850	850	10000
196	3	26	太阴伤害减免	0	0	0	0	-850	850	10000
197	3	27	会心率	200	0	0	0	0	2000	2000
198	3	28	抵挡率	100	0	0	0	0	2000	2000
199	3	29	攻击频率	500	0	0	0	800	3000	1000
200	3	30	攻击范围	90	0	0	0	1	850	1000
201	3	31	移动速度	25	0	0	0	0	120	1000000
202	3	32	所有伤害降低	0	1	1500	10000	0	850	1000
203	3	33	经验获得基数	1000	0	0	0	0	10000	10000
204	3	34	对人伤害系数	0	0	0	0	-990	3000	8000
205	3	35	对怪伤害系数	0	0	0	0	-990	3000	1000000
206	3	36	对宠伤害系数	0	0	0	0	-990	3000	8000
207	3	37	对召唤物伤害系数	0	0	0	0	-990	3000	8000
208	3	38	被人伤害系数	0	0	0	0	-9990	3000	8000
209	3	39	被怪伤害系数	0	0	0	0	-9990	3000	8000
210	3	40	被宠伤害系数	0	0	0	0	-9990	3000	8000
211	3	41	被召唤物伤害系数	0	0	0	0	-9990	3000	8000
212	3	42	生命回复速度	0	0	0	0	0	20000	1000000
213	3	43	真气回复速度	1	0	0	0	0	1000	1000000
214	3	44	投射物移动速度	0	0	0	0	0	0	0
215	3	45	投射穿透率	0	0	0	0	0	0	0
216	3	46	眩晕概率	0	0	0	0	0	2000	3000
217	3	47	眩晕抵抗	0	0	0	0	0	2000	3000
218	3	48	生命偷取比例	0	0	0	0	0	1000	1000
219	3	49	真气偷取比例	0	0	0	0	0	1000	1000
220	3	50	冰冻概率	0	0	0	0	0	2000	3000
221	3	51	冰冻抗性	0	0	0	0	0	2000	3000
222	3	52	生命偷取抗性	0	0	0	0	0	1000	1000
223	3	53	真气偷取抗性	0	0	0	0	0	1000	1000
224	3	54	生命流失抗性	0	0	0	0	0	1000	1000
225	3	55	真气流失抗性	0	0	0	0	0	1000	1000
226	3	56	外功伤害吸收	0	0	0	0	0	10000000	10000000
227	3	57	内功伤害吸收	0	0	0	0	0	10000000	10000000
228	3	58	烈阳伤害吸收	0	0	0	0	0	10000000	10000000
229	3	59	天罡伤害吸收	0	0	0	0	0	10000000	10000000
230	3	60	幽冥伤害吸收	0	0	0	0	0	10000000	10000000
231	3	61	太阴伤害吸收	0	0	0	0	0	10000000	10000000
232	3	62	外功反弹	0	0	0	0	0	1000	10000000
233	3	63	内功反弹	0	0	0	0	0	1000	10000000
234	3	64	烈阳反弹	0	0	0	0	0	1000	10000000
235	3	65	天罡反弹	0	0	0	0	0	1000	10000000
236	3	66	幽冥反弹	0	0	0	0	0	1000	10000000
237	3	67	太阴反弹	0	0	0	0	0	1000	10000000
238	3	68	外功伤害系数	0	0	0	0	0	1000	1000
239	3	69	内功伤害系数	0	0	0	0	0	1000	1000
240	3	70	烈阳伤害系数	0	0	0	0	0	1000	1000
241	3	71	天罡伤害系数	0	0	0	0	0	1000	1000
242	3	72	幽冥伤害系数	0	0	0	0	0	1000	1000
243	3	73	太阴伤害系数	0	0	0	0	0	1000	1000
244	3	74	会心伤害	1500	0	0	0	0	3000	3000
245	3	75	抵挡能力	500	0	0	0	0	850	1000
246	3	76	所有伤害提升	0	0	0	0	0	1000	1000
247	3	77	重创攻击	0	0	0	0	0	10000000	1000
248	3	78	护体防御	0	0	0	0	0	10000000	1000
249	3	79	定身概率	0	0	0	0	0	2000	3000
250	3	80	定身抗性	0	0	0	0	0	2000	3000
251	3	81	韧性	0	0	0	0	0	1000	1000
252	3	82	破防	0	0	0	0	0	1000	1000
253	3	83	韧性能力	0	0	0	0	0	1000	1000
254	3	84	破防能力	0	0	0	0	0	1000	1000
255	3	85	额外技能点	0	0	0	0	0	1000	1000
